transaction_ID,date_time,day_of_week,total,place,item_type,amount
1184,2019-12-11 14:26:00.000,Wednesday,32000,소양동,Plain bread,2
1184,2019-12-11 14:26:00.000,Wednesday,32000,소양동,Croissant,2
1184,2019-12-11 14:26:00.000,Wednesday,32000,소양동,Pain au chocolat,2
1184,2019-12-11 14:26:00.000,Wednesday,32000,소양동,Orange pound,2
1185,2019-12-11 15:05:00.000,Wednesday,14500,후평 3동,Plain bread,1
1185,2019-12-11 15:05:00.000,Wednesday,14500,후평 3동,Jam,1
1185,2019-12-11 15:05:00.000,Wednesday,14500,후평 3동,Americano,1
1185,2019-12-11 15:05:00.000,Wednesday,14500,후평 3동,Croissant,1
1186,2019-12-11 15:07:00.000,Wednesday,14300,후평 3동,Angbutter,1
1186,2019-12-11 15:07:00.000,Wednesday,14300,후평 3동,Americano,1
1186,2019-12-11 15:07:00.000,Wednesday,14300,후평 3동,Croissant,1
1187,2019-12-12 11:15:00.000,Thursday,29200,후평 1동,Angbutter,4
1187,2019-12-12 11:15:00.000,Thursday,29200,후평 1동,Plain bread,1
1187,2019-12-12 11:15:00.000,Thursday,29200,후평 1동,Tiramisu croissant,1
1188,2019-12-12 11:27:00.000,Thursday,14800,효자 3동,Angbutter,1
1188,2019-12-12 11:27:00.000,Thursday,14800,효자 3동,Plain bread,1
1188,2019-12-12 11:27:00.000,Thursday,14800,효자 3동,Tiramisu croissant,1
1189,2019-12-12 11:48:00.000,Thursday,22300,신사우동,Angbutter,1
1189,2019-12-12 11:48:00.000,Thursday,22300,신사우동,Tiramisu croissant,3
1190,2019-12-12 12:50:00.000,Thursday,20600,근화동,Angbutter,2
1190,2019-12-12 12:50:00.000,Thursday,20600,근화동,Plain bread,1
1190,2019-12-12 12:50:00.000,Thursday,20600,근화동,Jam,2
1190,2019-12-12 12:50:00.000,Thursday,20600,근화동,Wiener,1
1191,2019-12-12 12:57:00.000,Thursday,23300,동면,Angbutter,1
1191,2019-12-12 12:57:00.000,Thursday,23300,동면,Americano,3
1191,2019-12-12 12:57:00.000,Thursday,23300,동면,Orange pound,1
1192,2019-12-12 13:41:00.000,Thursday,17400,석사동,Angbutter,3
1193,2019-12-12 14:09:00.000,Thursday,16300,근화동,Angbutter,1
1193,2019-12-12 14:09:00.000,Thursday,16300,근화동,Croissant,1
1193,2019-12-12 14:09:00.000,Thursday,16300,근화동,Pain au chocolat,1
1193,2019-12-12 14:09:00.000,Thursday,16300,근화동,Wiener,1
1194,2019-12-12 14:34:00.000,Thursday,16300,효자 2동,Angbutter,1
1194,2019-12-12 14:34:00.000,Thursday,16300,효자 2동,Plain bread,1
1194,2019-12-12 14:34:00.000,Thursday,16300,효자 2동,Jam,1
1194,2019-12-12 14:34:00.000,Thursday,16300,효자 2동,Milk tea,1
1195,2019-12-12 14:52:00.000,Thursday,19500,동면,Plain bread,1
1195,2019-12-12 14:52:00.000,Thursday,19500,동면,Jam,1
1195,2019-12-12 14:52:00.000,Thursday,19500,동면,Caffe latte,1
1195,2019-12-12 14:52:00.000,Thursday,19500,동면,Pain au chocolat,1
1195,2019-12-12 14:52:00.000,Thursday,19500,동면,Berry ade,1
1196,2019-12-12 17:22:00.000,Thursday,21800,동면,Tiramisu croissant,1
1196,2019-12-12 17:22:00.000,Thursday,21800,동면,Cacao deep,1
1196,2019-12-12 17:22:00.000,Thursday,21800,동면,Gateau chocolat,1
1196,2019-12-12 17:22:00.000,Thursday,21800,동면,Cheese cake,1
1196,2019-12-12 17:22:00.000,Thursday,21800,동면,Wiener,1
1197,2019-12-13 11:27:00.000,Friday,21100,석사동,Angbutter,2
1197,2019-12-13 11:27:00.000,Friday,21100,석사동,Americano,1
1197,2019-12-13 11:27:00.000,Friday,21100,석사동,Caffe latte,1
1198,2019-12-13 11:45:00.000,Friday,16400,효자 2동,Angbutter,3
1199,2019-12-13 12:40:00.000,Friday,22800,동면,Angbutter,1
1199,2019-12-13 12:40:00.000,Friday,22800,동면,Americano,4
1200,2019-12-13 14:21:00.000,Friday,14800,동면,Angbutter,1
1200,2019-12-13 14:21:00.000,Friday,14800,동면,Croissant,1
1200,2019-12-13 14:21:00.000,Friday,14800,동면,Caffe latte,1
1201,2019-12-13 15:53:00.000,Friday,16800,석사동,Angbutter,1
1201,2019-12-13 15:53:00.000,Friday,16800,석사동,Plain bread,1
1201,2019-12-13 15:53:00.000,Friday,16800,석사동,Jam,1
1201,2019-12-13 15:53:00.000,Friday,16800,석사동,Americano,1
1202,2019-12-13 16:48:00.000,Friday,14000,후평 2동,Plain bread,1
1202,2019-12-13 16:48:00.000,Friday,14000,후평 2동,Jam,1
1202,2019-12-13 16:48:00.000,Friday,14000,후평 2동,Croissant,1
1202,2019-12-13 16:48:00.000,Friday,14000,후평 2동,Pain au chocolat,1
1203,2019-12-14 11:51:00.000,Saturday,40500,퇴계동,Angbutter,5
1203,2019-12-14 11:51:00.000,Saturday,40500,퇴계동,Tiramisu croissant,3
1204,2019-12-14 11:59:00.000,Saturday,17300,효자 2동,Angbutter,1
1204,2019-12-14 11:59:00.000,Saturday,17300,효자 2동,Plain bread,2
1204,2019-12-14 11:59:00.000,Saturday,17300,효자 2동,Croissant,1
1205,2019-12-14 12:19:00.000,Saturday,23800,후평 2동,Angbutter,1
1205,2019-12-14 12:19:00.000,Saturday,23800,후평 2동,Caffe latte,3
1205,2019-12-14 12:19:00.000,Saturday,23800,후평 2동,Pain au chocolat,1
1206,2019-12-14 12:41:00.000,Saturday,18300,동면,Angbutter,1
1206,2019-12-14 12:41:00.000,Saturday,18300,동면,Plain bread,2
1206,2019-12-14 12:41:00.000,Saturday,18300,동면,Tiramisu croissant,1
1207,2019-12-14 12:51:00.000,Saturday,19300,동면,Angbutter,1
1207,2019-12-14 12:51:00.000,Saturday,19300,동면,Croissant,1
1207,2019-12-14 12:51:00.000,Saturday,19300,동면,Tiramisu croissant,1
1207,2019-12-14 12:51:00.000,Saturday,19300,동면,Vanila latte,1
1208,2019-12-14 13:14:00.000,Saturday,15800,동면,Angbutter,1
1208,2019-12-14 13:14:00.000,Saturday,15800,동면,Tiramisu croissant,1
1208,2019-12-14 13:14:00.000,Saturday,15800,동면,Milk tea,1
1209,2019-12-14 14:15:00.000,Saturday,16800,석사동,Angbutter,1
1209,2019-12-14 14:15:00.000,Saturday,16800,석사동,Tiramisu croissant,1
1209,2019-12-14 14:15:00.000,Saturday,16800,석사동,Milk tea,1
1210,2019-12-15 12:14:00.000,Sunday,19300,효자 2동,Angbutter,1
1210,2019-12-15 12:14:00.000,Sunday,19300,효자 2동,Croissant,1
1210,2019-12-15 12:14:00.000,Sunday,19300,효자 2동,Almond croissant,1
1210,2019-12-15 12:14:00.000,Sunday,19300,효자 2동,Vanila latte,1
1211,2019-12-15 12:14:00.000,Sunday,26000,효자 1동,Angbutter,5
1212,2019-12-15 13:41:00.000,Sunday,15000,동면,Pain au chocolat,1
1212,2019-12-15 13:41:00.000,Sunday,15000,동면,Cheese cake,1
1212,2019-12-15 13:41:00.000,Sunday,15000,동면,Orange pound,1
1213,2019-12-15 13:43:00.000,Sunday,14000,동면,Angbutter,1
1213,2019-12-15 13:43:00.000,Sunday,14000,동면,Cacao deep,2
1214,2019-12-15 14:06:00.000,Sunday,45400,동면,Angbutter,3
1214,2019-12-15 14:06:00.000,Sunday,45400,동면,Americano,3
1214,2019-12-15 14:06:00.000,Sunday,45400,동면,Caffe latte,2
1214,2019-12-15 14:06:00.000,Sunday,45400,동면,Cacao deep,2
1215,2019-12-15 14:46:00.000,Sunday,21800,신사우동,Angbutter,2
1215,2019-12-15 14:46:00.000,Sunday,21800,신사우동,Tiramisu croissant,1
1215,2019-12-15 14:46:00.000,Sunday,21800,신사우동,Berry ade,1
1216,2019-12-15 15:16:00.000,Sunday,15300,효자 3동,Angbutter,1
1216,2019-12-15 15:16:00.000,Sunday,15300,효자 3동,Tiramisu croissant,1
1216,2019-12-15 15:16:00.000,Sunday,15300,효자 3동,Cacao deep,1
1217,2019-12-15 15:53:00.000,Sunday,17100,석사동,Angbutter,2
1217,2019-12-15 15:53:00.000,Sunday,17100,석사동,Milk tea,1
1218,2019-12-16 11:12:00.000,Monday,15300,동면,Angbutter,1
1218,2019-12-16 11:12:00.000,Monday,15300,동면,Americano,1
1218,2019-12-16 11:12:00.000,Monday,15300,동면,Tiramisu croissant,1
1219,2019-12-16 11:41:00.000,Monday,18900,조운동,Angbutter,3
1219,2019-12-16 11:41:00.000,Monday,18900,조운동,Wiener,1
1220,2019-12-16 12:07:00.000,Monday,14100,후평 2동,Angbutter,1
1220,2019-12-16 12:07:00.000,Monday,14100,후평 2동,Pain au chocolat,1
1220,2019-12-16 12:07:00.000,Monday,14100,후평 2동,Gateau chocolat,1
1221,2019-12-16 12:58:00.000,Monday,14800,효자 2동,Angbutter,1
1221,2019-12-16 12:58:00.000,Monday,14800,효자 2동,Pain au chocolat,1
1221,2019-12-16 12:58:00.000,Monday,14800,효자 2동,Vanila latte,1
1222,2019-12-16 13:21:00.000,Monday,16800,동내면,Angbutter,1
1222,2019-12-16 13:21:00.000,Monday,16800,동내면,Tiramisu croissant,1
1222,2019-12-16 13:21:00.000,Monday,16800,동내면,Orange pound,1
1223,2019-12-16 13:37:00.000,Monday,14500,후평 1동,Plain bread,1
1223,2019-12-16 13:37:00.000,Monday,14500,후평 1동,Caffe latte,1
1223,2019-12-16 13:37:00.000,Monday,14500,후평 1동,Tiramisu croissant,1
1224,2019-12-16 14:26:00.000,Monday,20300,효자 3동,Angbutter,1
1224,2019-12-16 14:26:00.000,Monday,20300,효자 3동,Tiramisu croissant,1
1224,2019-12-16 14:26:00.000,Monday,20300,효자 3동,Milk tea,2
1225,2019-12-16 14:31:00.000,Monday,23600,근화동,Angbutter,3
1225,2019-12-16 14:31:00.000,Monday,23600,근화동,Croissant,1
1225,2019-12-16 14:31:00.000,Monday,23600,근화동,Orange pound,1
1226,2019-12-16 14:32:00.000,Monday,19500,효자 2동,Caffe latte,1
1226,2019-12-16 14:32:00.000,Monday,19500,효자 2동,Tiramisu croissant,1
1226,2019-12-16 14:32:00.000,Monday,19500,효자 2동,Cacao deep,1
1226,2019-12-16 14:32:00.000,Monday,19500,효자 2동,Orange pound,1
1227,2019-12-18 11:22:00.000,Wednesday,52800,석사동,Angbutter,5
1227,2019-12-18 11:22:00.000,Wednesday,52800,석사동,Tiramisu croissant,1
1227,2019-12-18 11:22:00.000,Wednesday,52800,석사동,Pain au chocolat,1
1227,2019-12-18 11:22:00.000,Wednesday,52800,석사동,Gateau chocolat,1
1227,2019-12-18 11:22:00.000,Wednesday,52800,석사동,Orange pound,1
1227,2019-12-18 11:22:00.000,Wednesday,52800,석사동,Wiener,1
1228,2019-12-18 12:39:00.000,Wednesday,14000,후평 3동,Angbutter,1
1228,2019-12-18 12:39:00.000,Wednesday,14000,후평 3동,Plain bread,1
1228,2019-12-18 12:39:00.000,Wednesday,14000,후평 3동,Caffe latte,1
1229,2019-12-18 12:45:00.000,Wednesday,19600,동면,Angbutter,2
1229,2019-12-18 12:45:00.000,Wednesday,19600,동면,Plain bread,1
1229,2019-12-18 12:45:00.000,Wednesday,19600,동면,Tiramisu croissant,1
1230,2019-12-18 13:28:00.000,Wednesday,14100,동면,Angbutter,2
1230,2019-12-18 13:28:00.000,Wednesday,14100,동면,Wiener,1
1231,2019-12-18 13:51:00.000,Wednesday,19600,동면,Angbutter,2
1231,2019-12-18 13:51:00.000,Wednesday,19600,동면,Plain bread,1
1231,2019-12-18 13:51:00.000,Wednesday,19600,동면,Lemon ade,1
1232,2019-12-18 14:40:00.000,Wednesday,15500,효자 3동,Milk tea,3
1233,2019-12-18 15:05:00.000,Wednesday,19100,후평 2동,Angbutter,2
1233,2019-12-18 15:05:00.000,Wednesday,19100,후평 2동,Cacao deep,1
1233,2019-12-18 15:05:00.000,Wednesday,19100,후평 2동,Pain au chocolat,1
1234,2019-12-18 15:23:00.000,Wednesday,51200,효자 2동,Angbutter,2
1234,2019-12-18 15:23:00.000,Wednesday,51200,효자 2동,Croissant,2
1234,2019-12-18 15:23:00.000,Wednesday,51200,효자 2동,Pain au chocolat,2
1234,2019-12-18 15:23:00.000,Wednesday,51200,효자 2동,Gateau chocolat,2
1234,2019-12-18 15:23:00.000,Wednesday,51200,효자 2동,Pandoro,2
1234,2019-12-18 15:23:00.000,Wednesday,51200,효자 2동,Orange pound,2
1235,2019-12-19 11:29:00.000,Thursday,24800,동면,Angbutter,1
1235,2019-12-19 11:29:00.000,Thursday,24800,동면,Croissant,2
1235,2019-12-19 11:29:00.000,Thursday,24800,동면,Cacao deep,1
1235,2019-12-19 11:29:00.000,Thursday,24800,동면,Pain au chocolat,1
1236,2019-12-19 11:45:00.000,Thursday,35300,석사동,Angbutter,1
1236,2019-12-19 11:45:00.000,Thursday,35300,석사동,Plain bread,1
1236,2019-12-19 11:45:00.000,Thursday,35300,석사동,Croissant,1
1236,2019-12-19 11:45:00.000,Thursday,35300,석사동,Tiramisu croissant,1
1236,2019-12-19 11:45:00.000,Thursday,35300,석사동,Pain au chocolat,2
1236,2019-12-19 11:45:00.000,Thursday,35300,석사동,Pandoro,1
1236,2019-12-19 11:45:00.000,Thursday,35300,석사동,Orange pound,1
1237,2019-12-19 12:16:00.000,Thursday,14300,효자 2동,Angbutter,1
1237,2019-12-19 12:16:00.000,Thursday,14300,효자 2동,Plain bread,1
1237,2019-12-19 12:16:00.000,Thursday,14300,효자 2동,Jam,1
1237,2019-12-19 12:16:00.000,Thursday,14300,효자 2동,Wiener,1
1238,2019-12-19 12:17:00.000,Thursday,15800,동면,Angbutter,1
1238,2019-12-19 12:17:00.000,Thursday,15800,동면,Tiramisu croissant,2
1239,2019-12-19 13:02:00.000,Thursday,15600,후평 3동,Angbutter,2
1239,2019-12-19 13:02:00.000,Thursday,15600,후평 3동,Merinque cookies,1
1240,2019-12-19 13:04:00.000,Thursday,16400,후평 3동,Angbutter,3
1241,2019-12-19 13:06:00.000,Thursday,32500,동면,Plain bread,1
1241,2019-12-19 13:06:00.000,Thursday,32500,동면,Jam,1
1241,2019-12-19 13:06:00.000,Thursday,32500,동면,Croissant,2
1241,2019-12-19 13:06:00.000,Thursday,32500,동면,Tiramisu croissant,1
1241,2019-12-19 13:06:00.000,Thursday,32500,동면,Pain au chocolat,2
1241,2019-12-19 13:06:00.000,Thursday,32500,동면,Milk tea,1
1241,2019-12-19 13:06:00.000,Thursday,32500,동면,Wiener,1
1242,2019-12-19 13:21:00.000,Thursday,14300,동면,Plain bread,2
1242,2019-12-19 13:21:00.000,Thursday,14300,동면,Jam,1
1242,2019-12-19 13:21:00.000,Thursday,14300,동면,Gateau chocolat,1
1243,2019-12-19 13:53:00.000,Thursday,16600,소양동,Angbutter,2
1243,2019-12-19 13:53:00.000,Thursday,16600,소양동,Wiener,2
1244,2019-12-20 11:18:00.000,Friday,16800,석사동,Angbutter,1
1244,2019-12-20 11:18:00.000,Friday,16800,석사동,Tiramisu croissant,1
1244,2019-12-20 11:18:00.000,Friday,16800,석사동,Orange pound,1
1245,2019-12-20 11:53:00.000,Friday,16300,퇴계동,Angbutter,1
1245,2019-12-20 11:53:00.000,Friday,16300,퇴계동,Americano,1
1245,2019-12-20 11:53:00.000,Friday,16300,퇴계동,Tiramisu croissant,1
1246,2019-12-20 13:29:00.000,Friday,21600,강남동,Angbutter,2
1246,2019-12-20 13:29:00.000,Friday,21600,강남동,Almond croissant,2
1247,2019-12-20 14:29:00.000,Friday,19300,근화동,Angbutter,1
1247,2019-12-20 14:29:00.000,Friday,19300,근화동,Plain bread,1
1247,2019-12-20 14:29:00.000,Friday,19300,근화동,Tiramisu croissant,1
1247,2019-12-20 14:29:00.000,Friday,19300,근화동,Orange pound,1
1248,2019-12-20 15:37:00.000,Friday,16800,석사동,Angbutter,1
1248,2019-12-20 15:37:00.000,Friday,16800,석사동,Plain bread,1
1248,2019-12-20 15:37:00.000,Friday,16800,석사동,Jam,1
1248,2019-12-20 15:37:00.000,Friday,16800,석사동,Americano,1
1249,2019-12-20 16:43:00.000,Friday,31100,석사동,Angbutter,2
1249,2019-12-20 16:43:00.000,Friday,31100,석사동,Plain bread,2
1249,2019-12-20 16:43:00.000,Friday,31100,석사동,Croissant,2
1249,2019-12-20 16:43:00.000,Friday,31100,석사동,Orange pound,1
1250,2019-12-21 11:04:00.000,Saturday,15100,후평 3동,Angbutter,1
1250,2019-12-21 11:04:00.000,Saturday,15100,후평 3동,Tiramisu croissant,1
1250,2019-12-21 11:04:00.000,Saturday,15100,후평 3동,Gateau chocolat,1
1251,2019-12-21 11:52:00.000,Saturday,14800,효자 2동,Angbutter,1
1251,2019-12-21 11:52:00.000,Saturday,14800,효자 2동,Pain au chocolat,1
1251,2019-12-21 11:52:00.000,Saturday,14800,효자 2동,Orange pound,1
1252,2019-12-21 12:02:00.000,Saturday,19800,후평 2동,Angbutter,1
1252,2019-12-21 12:02:00.000,Saturday,19800,후평 2동,Americano,1
1252,2019-12-21 12:02:00.000,Saturday,19800,후평 2동,Orange pound,1
1252,2019-12-21 12:02:00.000,Saturday,19800,후평 2동,Berry ade,1
1253,2019-12-21 12:17:00.000,Saturday,15300,후평 1동,Angbutter,1
1253,2019-12-21 12:17:00.000,Saturday,15300,후평 1동,Americano,1
1253,2019-12-21 12:17:00.000,Saturday,15300,후평 1동,Tiramisu croissant,1
1254,2019-12-21 12:24:00.000,Saturday,25300,동면,Angbutter,1
1254,2019-12-21 12:24:00.000,Saturday,25300,동면,Americano,2
1254,2019-12-21 12:24:00.000,Saturday,25300,동면,Pain au chocolat,1
1254,2019-12-21 12:24:00.000,Saturday,25300,동면,Almond croissant,1
1254,2019-12-21 12:24:00.000,Saturday,25300,동면,Wiener,1
1255,2019-12-21 13:29:00.000,Saturday,18500,후평 2동,Croissant,4
1255,2019-12-21 13:29:00.000,Saturday,18500,후평 2동,Wiener,1
1256,2019-12-21 13:58:00.000,Saturday,20000,퇴계동,Plain bread,1
1256,2019-12-21 13:58:00.000,Saturday,20000,퇴계동,Croissant,1
1256,2019-12-21 13:58:00.000,Saturday,20000,퇴계동,Cacao deep,1
1256,2019-12-21 13:58:00.000,Saturday,20000,퇴계동,Pain au chocolat,1
1256,2019-12-21 13:58:00.000,Saturday,20000,퇴계동,Wiener,1
1257,2019-12-21 14:18:00.000,Saturday,15800,효자 3동,Angbutter,1
1257,2019-12-21 14:18:00.000,Saturday,15800,효자 3동,Caffe latte,1
1257,2019-12-21 14:18:00.000,Saturday,15800,효자 3동,Tiramisu croissant,1
1258,2019-12-21 14:28:00.000,Saturday,18500,후평 1동,Cacao deep,1
1258,2019-12-21 14:28:00.000,Saturday,18500,후평 1동,Pain au chocolat,1
1258,2019-12-21 14:28:00.000,Saturday,18500,후평 1동,Milk tea,1
1258,2019-12-21 14:28:00.000,Saturday,18500,후평 1동,Orange pound,1
1259,2019-12-21 14:43:00.000,Saturday,30900,효자 2동,Angbutter,2
1259,2019-12-21 14:43:00.000,Saturday,30900,효자 2동,Croissant,1
1259,2019-12-21 14:43:00.000,Saturday,30900,효자 2동,Cacao deep,1
1259,2019-12-21 14:43:00.000,Saturday,30900,효자 2동,Pain au chocolat,1
1259,2019-12-21 14:43:00.000,Saturday,30900,효자 2동,Gateau chocolat,1
1259,2019-12-21 14:43:00.000,Saturday,30900,효자 2동,Orange pound,1
1260,2019-12-22 11:05:00.000,Sunday,14800,후평 3동,Angbutter,1
1260,2019-12-22 11:05:00.000,Sunday,14800,후평 3동,Croissant,1
1260,2019-12-22 11:05:00.000,Sunday,14800,후평 3동,Vanila latte,1
1261,2019-12-22 11:33:00.000,Sunday,46000,동면,Angbutter,2
1261,2019-12-22 11:33:00.000,Sunday,46000,동면,Plain bread,3
1261,2019-12-22 11:33:00.000,Sunday,46000,동면,Croissant,4
1261,2019-12-22 11:33:00.000,Sunday,46000,동면,Pandoro,1
1261,2019-12-22 11:33:00.000,Sunday,46000,동면,Orange pound,1
1261,2019-12-22 11:33:00.000,Sunday,46000,동면,Wiener,1
1262,2019-12-22 11:38:00.000,Sunday,19300,동면,Angbutter,1
1262,2019-12-22 11:38:00.000,Sunday,19300,동면,Tiramisu croissant,1
1262,2019-12-22 11:38:00.000,Sunday,19300,동면,Pain au chocolat,1
1262,2019-12-22 11:38:00.000,Sunday,19300,동면,Orange pound,1
1263,2019-12-22 12:21:00.000,Sunday,19300,석사동,Angbutter,1
1263,2019-12-22 12:21:00.000,Sunday,19300,석사동,Americano,2
1263,2019-12-22 12:21:00.000,Sunday,19300,석사동,Pain au chocolat,1
1264,2019-12-22 13:54:00.000,Sunday,15300,효자 2동,Angbutter,1
1264,2019-12-22 13:54:00.000,Sunday,15300,효자 2동,Americano,1
1264,2019-12-22 13:54:00.000,Sunday,15300,효자 2동,Tiramisu croissant,1
1265,2019-12-22 14:03:00.000,Sunday,16000,후평 2동,Plain bread,4
1266,2019-12-22 14:17:00.000,Sunday,20300,석사동,Angbutter,1
1266,2019-12-22 14:17:00.000,Sunday,20300,석사동,Plain bread,1
1266,2019-12-22 14:17:00.000,Sunday,20300,석사동,Orange pound,1
1266,2019-12-22 14:17:00.000,Sunday,20300,석사동,Vanila latte,1
1267,2019-12-22 14:35:00.000,Sunday,19300,후평 1동,Angbutter,1
1267,2019-12-22 14:35:00.000,Sunday,19300,후평 1동,Americano,2
1267,2019-12-22 14:35:00.000,Sunday,19300,후평 1동,Tiramisu croissant,1
1268,2019-12-22 14:45:00.000,Sunday,19000,후평 1동,Croissant,1
1268,2019-12-22 14:45:00.000,Sunday,19000,후평 1동,Tiramisu croissant,1
1268,2019-12-22 14:45:00.000,Sunday,19000,후평 1동,Pandoro,1
1268,2019-12-22 14:45:00.000,Sunday,19000,후평 1동,Orange pound,1
1269,2019-12-22 15:10:00.000,Sunday,15000,효자 2동,Americano,1
1269,2019-12-22 15:10:00.000,Sunday,15000,효자 2동,Caffe latte,1
1269,2019-12-22 15:10:00.000,Sunday,15000,효자 2동,Tiramisu croissant,1
1270,2019-12-22 15:53:00.000,Sunday,19600,효자 2동,Angbutter,2
1270,2019-12-22 15:53:00.000,Sunday,19600,효자 2동,Croissant,1
1270,2019-12-22 15:53:00.000,Sunday,19600,효자 2동,Tiramisu croissant,1
1271,2019-12-23 11:31:00.000,Monday,26100,석사동,Angbutter,2
1271,2019-12-23 11:31:00.000,Monday,26100,석사동,Cacao deep,1
1271,2019-12-23 11:31:00.000,Monday,26100,석사동,Almond croissant,1
1271,2019-12-23 11:31:00.000,Monday,26100,석사동,Cheese cake,1
1272,2019-12-23 12:06:00.000,Monday,23800,후평 2동,Angbutter,1
1272,2019-12-23 12:06:00.000,Monday,23800,후평 2동,Tiramisu croissant,1
1272,2019-12-23 12:06:00.000,Monday,23800,후평 2동,Cacao deep,2
1272,2019-12-23 12:06:00.000,Monday,23800,후평 2동,Milk tea,1
1273,2019-12-23 13:05:00.000,Monday,25600,동면,Angbutter,2
1273,2019-12-23 13:05:00.000,Monday,25600,동면,Americano,1
1273,2019-12-23 13:05:00.000,Monday,25600,동면,Cheese cake,1
1273,2019-12-23 13:05:00.000,Monday,25600,동면,Wiener,2
1274,2019-12-23 13:37:00.000,Monday,27300,후평 2동,Angbutter,1
1274,2019-12-23 13:37:00.000,Monday,27300,후평 2동,Americano,2
1274,2019-12-23 13:37:00.000,Monday,27300,후평 2동,Croissant,1
1274,2019-12-23 13:37:00.000,Monday,27300,후평 2동,Milk tea,1
1274,2019-12-23 13:37:00.000,Monday,27300,후평 2동,Orange pound,1
1275,2019-12-23 13:57:00.000,Monday,30300,신사우동,Angbutter,1
1275,2019-12-23 13:57:00.000,Monday,30300,신사우동,Caffe latte,3
1275,2019-12-23 13:57:00.000,Monday,30300,신사우동,Pain au chocolat,1
1275,2019-12-23 13:57:00.000,Monday,30300,신사우동,Milk tea,1
1276,2019-12-23 14:42:00.000,Monday,19500,퇴계동,Croissant,1
1276,2019-12-23 14:42:00.000,Monday,19500,퇴계동,Tiramisu croissant,1
1276,2019-12-23 14:42:00.000,Monday,19500,퇴계동,Pain au chocolat,1
1276,2019-12-23 14:42:00.000,Monday,19500,퇴계동,Wiener,2
1277,2019-12-23 15:03:00.000,Monday,14000,후평 1동,Angbutter,1
1277,2019-12-23 15:03:00.000,Monday,14000,후평 1동,Plain bread,1
1277,2019-12-23 15:03:00.000,Monday,14000,후평 1동,Orange pound,1
1278,2019-12-24 11:13:00.000,Tuesday,15300,동면,Angbutter,1
1278,2019-12-24 11:13:00.000,Tuesday,15300,동면,Americano,1
1278,2019-12-24 11:13:00.000,Tuesday,15300,동면,Tiramisu croissant,1
1279,2019-12-24 11:17:00.000,Tuesday,21400,조운동,Angbutter,3
1279,2019-12-24 11:17:00.000,Tuesday,21400,조운동,Wiener,2
1280,2019-12-24 13:14:00.000,Tuesday,19300,후평 1동,Tiramisu croissant,1
1280,2019-12-24 13:14:00.000,Tuesday,19300,후평 1동,Gateau chocolat,1
1280,2019-12-24 13:14:00.000,Tuesday,19300,후평 1동,Cheese cake,1
1280,2019-12-24 13:14:00.000,Tuesday,19300,후평 1동,Merinque cookies,1
1281,2019-12-25 11:29:00.000,Wednesday,24100,동면,Angbutter,2
1281,2019-12-25 11:29:00.000,Wednesday,24100,동면,Plain bread,1
1281,2019-12-25 11:29:00.000,Wednesday,24100,동면,Tiramisu croissant,1
1281,2019-12-25 11:29:00.000,Wednesday,24100,동면,Orange pound,1
1282,2019-12-25 11:55:00.000,Wednesday,15300,후평 1동,Angbutter,1
1282,2019-12-25 11:55:00.000,Wednesday,15300,후평 1동,Plain bread,1
1282,2019-12-25 11:55:00.000,Wednesday,15300,후평 1동,Jam,1
1282,2019-12-25 11:55:00.000,Wednesday,15300,후평 1동,Croissant,1
1283,2019-12-25 12:16:00.000,Wednesday,14800,소양동,Angbutter,1
1283,2019-12-25 12:16:00.000,Wednesday,14800,소양동,Croissant,1
1283,2019-12-25 12:16:00.000,Wednesday,14800,소양동,Tiramisu croissant,1
1284,2019-12-25 14:47:00.000,Wednesday,20000,교동,Americano,1
1284,2019-12-25 14:47:00.000,Wednesday,20000,교동,Tiramisu croissant,1
1284,2019-12-25 14:47:00.000,Wednesday,20000,교동,Cheese cake,1
1284,2019-12-25 14:47:00.000,Wednesday,20000,교동,Vanila latte,1
1285,2019-12-25 15:00:00.000,Wednesday,18300,후평 2동,Angbutter,1
1285,2019-12-25 15:00:00.000,Wednesday,18300,후평 2동,Croissant,2
1285,2019-12-25 15:00:00.000,Wednesday,18300,후평 2동,Caffe latte,1
1286,2019-12-25 17:14:00.000,Wednesday,17000,후평 2동,Plain bread,3
1286,2019-12-25 17:14:00.000,Wednesday,17000,후평 2동,Vanila latte,1
1287,2019-12-26 12:16:00.000,Thursday,20500,효자 2동,Plain bread,1
1287,2019-12-26 12:16:00.000,Thursday,20500,효자 2동,Jam,1
1287,2019-12-26 12:16:00.000,Thursday,20500,효자 2동,Tiramisu croissant,1
1287,2019-12-26 12:16:00.000,Thursday,20500,효자 2동,Orange pound,1
1287,2019-12-26 12:16:00.000,Thursday,20500,효자 2동,Vanila latte,1
1288,2019-12-26 12:18:00.000,Thursday,26600,석사동,Angbutter,2
1288,2019-12-26 12:18:00.000,Thursday,26600,석사동,Tiramisu croissant,1
1288,2019-12-26 12:18:00.000,Thursday,26600,석사동,Milk tea,1
1288,2019-12-26 12:18:00.000,Thursday,26600,석사동,Cheese cake,1
1289,2019-12-26 13:47:00.000,Thursday,14500,후평 3동,Croissant,1
1289,2019-12-26 13:47:00.000,Thursday,14500,후평 3동,Tiramisu croissant,2
1290,2019-12-26 14:06:00.000,Thursday,15600,교동,Angbutter,2
1290,2019-12-26 14:06:00.000,Thursday,15600,교동,Americano,1
